subscriberId,reviewId,subscriberId_productId,productId,body,dateCreated,dateUpdated,helpfulCount,isRecommended,media,productHandle,productImageUrl,productName,productUrl,productVariantName,rating,isIncentivized,status,title,unhelpfulCount,variantId,reviewer.displayName,reviewer.isVerified,syndicatedFromSubscriberId,reviewer.avatarUrl,reviewer.customAvatar.streamId,reviewer.customAvatar.dynamicKey,reply.body,reply.dateCreated,reply.avatarUrl,reply.title,reviewer.location.country.name,reviewer.location.country.code,externalProvider
231fb74a-b56e-4485-8920-1e583252adf5,387fdd7e-ab5e-4c99-a8d9-cc9d08362014,231fb74a-b56e-4485-8920-1e583252adf5:shopify-6972917219468,shopify-6972917219468,Works well and looks great.,2024-03-04T18:49:08.759Z,2024-03-04T18:49:08.759Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/482a9359-085f-4aba-a090-83cf5e426f53_thumbnail_portrait_large.jpg', 'streamId': '482a9359-085f-4aba-a090-83cf5e426f53', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/482a9359-085f-4aba-a090-83cf5e426f53_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/482a9359-085f-4aba-a090-83cf5e426f53_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/482a9359-085f-4aba-a090-83cf5e426f53', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/482a9359-085f-4aba-a090-83cf5e426f53_thumbnail_120_120.jpg'}, {'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/fb18760a-626c-477b-8e5a-5c3744d86e29_thumbnail_portrait_large.jpg', 'streamId': 'fb18760a-626c-477b-8e5a-5c3744d86e29', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/fb18760a-626c-477b-8e5a-5c3744d86e29_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/fb18760a-626c-477b-8e5a-5c3744d86e29_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/fb18760a-626c-477b-8e5a-5c3744d86e29', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/fb18760a-626c-477b-8e5a-5c3744d86e29_thumbnail_120_120.jpg'}]",birch-laptop-lifter-tablet-stand-phone-stand,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/LaptopLifter_TabletStand_PhoneStand-SATINBIRCH_x280.jpg?v=1652932872,"Birch Laptop Lifter, Tablet Stand, & Phone Stand",//workfromhomedesks.com/products/birch-laptop-lifter-tablet-stand-phone-stand,Satin Birch,5,False,approved,Really nice wood stands,0,40443969765516,Liz B.,True,,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,946014cd-0012-4a54-a52e-c63668d64d8c,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5188698701964,shopify-5188698701964,"Very easy to use.
",2024-02-27T08:33:23.060Z,2024-02-27T08:33:23.060Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/89d5048a-8d6e-440a-8be3-ec5875f6b1bd_thumbnail_portrait_large.jpg', 'streamId': '89d5048a-8d6e-440a-8be3-ec5875f6b1bd', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/89d5048a-8d6e-440a-8be3-ec5875f6b1bd_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/89d5048a-8d6e-440a-8be3-ec5875f6b1bd_large.jpg', 'dynamicKey': '680474f1-c1e4-473d-a45a-760156359e32/89d5048a-8d6e-440a-8be3-ec5875f6b1bd', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/89d5048a-8d6e-440a-8be3-ec5875f6b1bd_thumbnail_120_120.jpg'}, {'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5c14810e-44a4-440b-9675-435d746f33ed_thumbnail_portrait_large.jpg', 'streamId': '5c14810e-44a4-440b-9675-435d746f33ed', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5c14810e-44a4-440b-9675-435d746f33ed_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5c14810e-44a4-440b-9675-435d746f33ed_large.jpg', 'dynamicKey': '680474f1-c1e4-473d-a45a-760156359e32/5c14810e-44a4-440b-9675-435d746f33ed', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5c14810e-44a4-440b-9675-435d746f33ed_thumbnail_120_120.jpg'}]",hook,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/Hooks_SNOWBIRCH_x280.jpg?v=1640124571,2x Hooks,//workfromhomedesks.com/products/hook,Snow Birch,5,False,approved,Smart Design,0,39831655710860,ZIHAO W.,True,680474f1-c1e4-473d-a45a-760156359e32,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,1af653b7-32bb-4448-97e9-823c1bb66f4f,231fb74a-b56e-4485-8920-1e583252adf5:shopify-4854549577868,shopify-4854549577868,"Easy install,
Functional, 
the only downside is not perfectly vertical with the table.
Overall, highly recommended if you need extra space for your laptop or printer eyc.",2024-02-27T08:31:12.214Z,2024-02-27T08:31:12.214Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/e0174ff4-bba9-49ad-b046-28c4aee92cfe_thumbnail_portrait_large.jpg', 'streamId': 'e0174ff4-bba9-49ad-b046-28c4aee92cfe', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/e0174ff4-bba9-49ad-b046-28c4aee92cfe_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/e0174ff4-bba9-49ad-b046-28c4aee92cfe_large.jpg', 'dynamicKey': '680474f1-c1e4-473d-a45a-760156359e32/e0174ff4-bba9-49ad-b046-28c4aee92cfe', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/e0174ff4-bba9-49ad-b046-28c4aee92cfe_thumbnail_120_120.jpg'}]",wing-shelf,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/LaptopWingBlonde_x280.jpg?v=1604963333,Wing Shelf,//workfromhomedesks.com/products/wing-shelf,Satin Birch,4,False,approved,Smart Design,0,39519199920268,ZIHAO W.,True,680474f1-c1e4-473d-a45a-760156359e32,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,225512d5-7e29-4bf4-a3bc-785e582d3956,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5195779408012,shopify-5195779408012,Need shelves and these work well. They are a little finicky and seem to get easier to install after a little wear.,2024-02-18T17:30:58.409Z,2024-02-18T17:30:58.409Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/e4aaebe4-c961-428f-b150-4edeef05cf4d_thumbnail_portrait_large.jpg', 'streamId': 'e4aaebe4-c961-428f-b150-4edeef05cf4d', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/e4aaebe4-c961-428f-b150-4edeef05cf4d_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/e4aaebe4-c961-428f-b150-4edeef05cf4d_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/e4aaebe4-c961-428f-b150-4edeef05cf4d', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/e4aaebe4-c961-428f-b150-4edeef05cf4d_thumbnail_120_120.jpg'}]",wing-shelves,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/2ShelfWingComboBlonde_x280.jpg?v=1605149864,2x Wing Shelves,//workfromhomedesks.com/products/wing-shelves,Satin Birch,4,False,approved,Works well enough,0,39519107088524,Isaiah S.,True,,https://d3g5hqndtiniji.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/10ddc511-b9f6-43da-9f9a-02be51911d2c.jpg?d=160x160&crop=center,10ddc511-b9f6-43da-9f9a-02be51911d2c,231fb74a-b56e-4485-8920-1e583252adf5/10ddc511-b9f6-43da-9f9a-02be51911d2c,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,9e2cab0e-cfa4-4ed1-8a42-c42d8a2483cb,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5196394823820,shopify-5196394823820,I think this is a great addition to my WFH Desk setup. I've converted a guest bedroom into an office and photography/YouTube room. Now most of the time it's an office and I just have to spend a little bit of time converting it back into a bedroom when I have visitors.,2024-02-18T17:29:32.856Z,2024-02-18T17:29:53.233Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2_thumbnail_portrait_large.jpg', 'streamId': '6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/6d34a2ca-7f64-4e1a-b8ff-7ca677e2eaf2_thumbnail_120_120.jpg'}]",wfh-double-wide-desk,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/WFHDOUBLEWIDEDESK_SATINBIRCH_x280.jpg?v=1686802604,WFH Double Wide Desk,//workfromhomedesks.com/products/wfh-double-wide-desk,Satin Birch,5,False,approved,Import part of setup,0,39519197757580,Isaiah S.,True,,https://d3g5hqndtiniji.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/10ddc511-b9f6-43da-9f9a-02be51911d2c.jpg?d=160x160&crop=center,10ddc511-b9f6-43da-9f9a-02be51911d2c,231fb74a-b56e-4485-8920-1e583252adf5/10ddc511-b9f6-43da-9f9a-02be51911d2c,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,b567616b-b5b5-4715-a847-e2cf78fb2de1,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5188701880460,shopify-5188701880460,I think this is a great addition to my WFH desk. It allows me to put up two monitors on the same plane.,2024-02-18T17:28:50.167Z,2024-02-18T17:28:50.167Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/549093b9-21f0-45a8-b93e-72663beec288_thumbnail_portrait_large.jpg', 'streamId': '549093b9-21f0-45a8-b93e-72663beec288', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/549093b9-21f0-45a8-b93e-72663beec288_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/549093b9-21f0-45a8-b93e-72663beec288_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/549093b9-21f0-45a8-b93e-72663beec288', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/549093b9-21f0-45a8-b93e-72663beec288_thumbnail_120_120.jpg'}]",top-shelf,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/TopShelfBlonde_x280.jpg?v=1604872220,Top Shelf,//workfromhomedesks.com/products/top-shelf,Satin Birch,5,False,approved,Clutch for setup,0,39519197167756,Isaiah S.,True,,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,88f65874-5294-441f-b262-48e539b053a7,231fb74a-b56e-4485-8920-1e583252adf5:shopify-6672606724236,shopify-6672606724236,I think this is a great addition to my home. I've converted a guest bedroom into an office and photography/YouTube room. Now most of the time it's an office and I just have to spend a little bit of time converting it back into a bedroom when I have visitors.,2024-02-18T17:28:02.587Z,2024-02-18T17:28:02.587Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/d9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4_thumbnail_portrait_large.jpg', 'streamId': 'd9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/d9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/d9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/d9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/d9dcde4e-0e5b-4f02-9b89-f6ad155fbdc4_thumbnail_120_120.jpg'}]",wfh-desk-pad,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/Modern_Desk_x280.jpg?v=1630381664,WFH Desk Pad,//workfromhomedesks.com/products/wfh-desk-pad,Modern (Clearance Special),5,False,approved,IDK why it took me so long,0,39516181430412,Isaiah S.,True,,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,2456b4b6-5d0a-4569-ba50-f10ea35450ab,231fb74a-b56e-4485-8920-1e583252adf5:shopify-6972924395660,shopify-6972924395660,Amazing ,2024-01-30T20:31:01.616Z,2024-01-30T20:31:01.616Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/2ec31f7f-20d8-41e8-a029-908fb7d7a5e6_thumbnail_portrait_large.jpg', 'streamId': '2ec31f7f-20d8-41e8-a029-908fb7d7a5e6', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/2ec31f7f-20d8-41e8-a029-908fb7d7a5e6_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/2ec31f7f-20d8-41e8-a029-908fb7d7a5e6_large.jpg', 'dynamicKey': '680474f1-c1e4-473d-a45a-760156359e32/2ec31f7f-20d8-41e8-a029-908fb7d7a5e6', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/2ec31f7f-20d8-41e8-a029-908fb7d7a5e6_thumbnail_120_120.jpg'}]",birch-laptop-lifter-phone-stand,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/LaptopLifter_PhoneStandSATINBIRCH_x280.jpg?v=1652933669,Birch Laptop Lifter & Phone Stand,//workfromhomedesks.com/products/birch-laptop-lifter-phone-stand,Satin Birch,5,False,approved,Birch Laptop Lifter & phone stand ,0,40443980513420,Renei B.,True,680474f1-c1e4-473d-a45a-760156359e32,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,3758cd16-bcb3-4155-bb70-59a1c445be67,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5215116001420,shopify-5215116001420,"We love that theres NO screws and it sets up like a huge puzzle.  We bought something similar decades ago for our daughter but that company went out of business, so  thats when we found WFHD.  We move so much with our jobs that having something thats easily breakdown-able is exactly what we needed. Highly recommend.",2024-01-16T18:36:37.716Z,2024-01-16T18:36:37.716Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/213d4cd4-4f30-49cf-b634-dc1ae3bb914d_thumbnail_portrait_large.jpg', 'streamId': '213d4cd4-4f30-49cf-b634-dc1ae3bb914d', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/213d4cd4-4f30-49cf-b634-dc1ae3bb914d_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/213d4cd4-4f30-49cf-b634-dc1ae3bb914d_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/213d4cd4-4f30-49cf-b634-dc1ae3bb914d', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/213d4cd4-4f30-49cf-b634-dc1ae3bb914d_thumbnail_120_120.jpg'}, {'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/444d2ac7-d183-43a3-810e-43161b1e8c22_thumbnail_portrait_large.jpg', 'streamId': '444d2ac7-d183-43a3-810e-43161b1e8c22', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/444d2ac7-d183-43a3-810e-43161b1e8c22_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/444d2ac7-d183-43a3-810e-43161b1e8c22_large.jpg', 'dynamicKey': '231fb74a-b56e-4485-8920-1e583252adf5/444d2ac7-d183-43a3-810e-43161b1e8c22', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/231fb74a-b56e-4485-8920-1e583252adf5/444d2ac7-d183-43a3-810e-43161b1e8c22_thumbnail_120_120.jpg'}]",creators-stand-up-desk,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/CREATORSSTANDUPDESK-wfhdesk-SATINBIRCH_x280.jpg?v=1686611933,Creators Stand Up Desk,//workfromhomedesks.com/products/creators-stand-up-desk,Satin Birch,5,False,approved,Best Desk Everrrrrr,0,39519108857996,Michael H.,True,,,,,,,,,,,
231fb74a-b56e-4485-8920-1e583252adf5,9e2bf36c-2656-4887-89a2-62045e296d87,231fb74a-b56e-4485-8920-1e583252adf5:shopify-5274658242700,shopify-5274658242700,"Really good setup, really easy to put up! I love the simplicity of the design, which makes it beautiful at the same time. Absolutely recommended for a clean desk setup.",2024-01-04T01:31:01.536Z,2024-01-04T01:31:01.536Z,0,True,"[{'largePortraitThumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5aea95cc-9ca6-48db-bae3-79edbe2702bf_thumbnail_portrait_large.jpg', 'streamId': '5aea95cc-9ca6-48db-bae3-79edbe2702bf', 'fullSizeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5aea95cc-9ca6-48db-bae3-79edbe2702bf_full_size.jpg', 'largeUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5aea95cc-9ca6-48db-bae3-79edbe2702bf_large.jpg', 'dynamicKey': '680474f1-c1e4-473d-a45a-760156359e32/5aea95cc-9ca6-48db-bae3-79edbe2702bf', 'type': 'image', 'thumbnailUrl': 'https://d4yxl4pe8dqlj.cloudfront.net/images/680474f1-c1e4-473d-a45a-760156359e32/5aea95cc-9ca6-48db-bae3-79edbe2702bf_thumbnail_120_120.jpg'}]",standing-desk-essentials,https://cdn.shopify.com/s/files/1/0374/7155/1628/products/Standing_Desk_Essentials_SATIN_BIRCH_WFH_DESKS_x280.jpg?v=1686803213,Standing Desk Essentials,//workfromhomedesks.com/products/standing-desk-essentials,Satin Birch,5,False,approved,Awesome desk design,0,39519196971148,Peter L.,True,680474f1-c1e4-473d-a45a-760156359e32,,,,,,,,,,
